objectid,lsoa11cd,lsoa11nm,lsoa11nmw,st_areasha,st_lengths,geometry,time_rjz01,distance_rjz01,time_rvvkc,distance_rvvkc,time_rvv09,distance_rvv09,time_rn707,distance_rn707,time_rwf03,distance_rwf03,time_rpa02,distance_rpa02,time_rj122,distance_rj122,time_rvv01,distance_rvv01,time_rwftw,distance_rwftw
15640,E01016111,Medway 015E,Medway 015E,518404.5879,3780.069069,"POLYGON ((576643.2328419228 168476.3717555516, 576596.5393389824 168394.1481060584, 576524.3577107603 168344.403374523, 576523.1504509209 168304.53350921, 576609.3441774936 167945.5529458189, 576676.9848029775 167930.5774989146, 576566.6700289841 167617.4785042799, 576611.9607896067 167575.0431812221, 576570.5058898093 167530.8232345299, 576611.4446321304 167487.4978018489, 576585.1317568306 167452.639041628, 576604.445206648 167422.1405550585, 576494.3530976733 167444.9984770186, 576453.7996429754 167458.6788149301, 576417.9233953297 167454.3188417116, 576215.1824838391 167474.8940415892, 576151.0062204306 167514.9867427021, 576173.7377200241 167609.1818974615, 576084.3414424655 167670.7090490939, 576053.1324688664 167706.3270087377, 576120.9501081927 167732.546176618, 576010.762859504 167871.1122229226, 575977.1526296309 167917.9879333616, 576017.8337419287 167947.3269721089, 576032.0164035477 168097.3946993339, 576156.400047028 168151.1239124617, 576066.0389504177 168516.0019127961, 576152.2467354389 168521.9119375291, 576176.8237474279 168475.1003808919, 576411.6691456125 168423.1634432028, 576449.2908734151 168445.2007877836, 576439.2526077486 168560.2571101906, 576520.0180878236 168578.9901644855, 576643.2328419228 168476.3717555516))",46,48.5,33,46.5,52,69.6,19,21.6,14,16.3,3,2.4,48,50.7,31,45.9,34,42.1
15641,E01016112,Medway 007D,Medway 007D,674427.6702,3439.110561,"POLYGON ((577427.2468231233 170477.9740019339, 577484.7525679212 170341.1474381664, 577320.7986496987 170363.39498496, 577155.405360458 170165.6004301475, 577071.492218029 170065.2493177644, 576756.2140690091 170296.4498082474, 576696.5396019599 170302.6559320125, 576209.1927485531 170417.846565219, 576247.1146650809 170598.5092272395, 576335.6438012035 170804.0950462128, 576462.9086026814 170935.1126806366, 576553.8093747282 170975.8138653587, 576883.4352609969 170912.7353342148, 577159.3897523347 170810.355254754, 577359.8253249855 170661.3103751124, 577383.9260156811 170610.7107483748, 577363.5263295539 170592.610001378, 577427.2468231233 170477.9740019339))",47,51.1,35,49.6,54,72.6,20,24.2,18,19.5,5,4.4,48,53.3,35,49.1,37,41.8
15642,E01016113,Medway 017A,Medway 017A,226567.4709,3044.345937,"POLYGON ((574673.891858437 167334.8526017559, 574676.2226714105 167289.929219081, 574685.7457930769 167265.9955980863, 574798.3293955992 167273.4021649381, 574803.183803992 167246.823610077, 574843.3563309247 167245.9368852818, 574835.9848877876 167057.1178765115, 574858.0704941634 166649.9496354623, 574863.1645385888 166476.9882017611, 574822.2614521318 166317.1469703154, 574765.0068782514 166396.9143708526, 574734.8265938831 166397.4354800842, 574727.3558980804 166385.2685236546, 574663.3088529212 166446.071449512, 574591.7730957918 166388.9154870334, 574606.0590605587 166587.999300733, 574572.4909758746 166587.1995344523, 574611.9962424841 166663.1750453053, 574574.9298663953 166714.630360331, 574569.9586220268 166762.0494318662, 574613.2669453267 166805.1934032575, 574588.809457852 166832.3404941873, 574604.3598376577 166960.174334403, 574534.5031511066 166958.7994967097, 574526.390134015 166995.4357837911, 574481.9745157708 167010.9410476375, 574503.6905381798 167037.7788732601, 574537.4683752998 167038.7581935449, 574534.0578759195 166995.5328681513, 574617.5860585169 166997.5017740916, 574618.0827118484 167033.1570846454, 574622.6550509376 167272.3151431956, 574596.0506344554 167294.9877156634, 574550.1874443734 167292.0105035618, 574549.4440314893 167316.6442220213, 574602.8530430619 167365.5338894, 574673.891858437 167334.8526017559))",45,47.6,33,49.6,52,72.6,18,20.6,11,14.3,6,4.8,46,49.8,28,43.9,31,40.1
15643,E01016114,Medway 017B,Medway 017B,158649.8885,2368.765164,"POLYGON ((574491.8517446616 167696.5219500695, 574579.3941962314 167674.5350694587, 574623.4615420166 167709.110564061, 574636.0814689174 167633.519540356, 574604.4752714958 167612.2508246896, 574629.1728008307 167581.2192248768, 574602.5588075268 167536.4057743908, 574634.9053503479 167438.7360805132, 574516.469384719 167427.0338705092, 574466.3604904682 167422.9707630798, 574473.3629823989 167316.4628506182, 574427.8778510817 167309.9446902121, 574408.6755659871 167311.8165793496, 574327.0482002194 167349.7759044409, 574273.9718971937 167228.2764691185, 574289.8574998404 167138.1481606099, 574176.0681112539 167180.9860884825, 574156.7148244326 167089.5113392847, 574100.1785966313 167111.8967916163, 574163.2475282147 167275.5005823572, 574237.0096377076 167439.020011568, 574237.5352089766 167549.3513467776, 574231.6260463004 167582.1201465115, 574214.4596992624 167669.7946401088, 574208.060387235 167717.9833729545, 574237.2291135037 167712.7213346238, 574313.760351118 167660.4295562516, 574342.6560916684 167725.4429906788, 574425.6595380893 167709.4139458099, 574491.8517446616 167696.5219500695))",44,47.3,34,50.4,53,73.5,18,20.3,13,15.2,6,4.6,46,49.5,29,44.8,32,41
15644,E01016115,Medway 017C,Medway 017C,339835.4105,3083.316056,"POLYGON ((574289.8574998404 167138.1481606099, 574374.177188246 167089.5082077593, 574361.0865536135 167022.9856278959, 574335.3588124576 166943.4052579599, 574332.9011718447 166883.5668832479, 574376.9087354221 166889.0014393241, 574440.0610894393 166987.0449429267, 574481.9745157708 167010.9410476375, 574526.390134015 166995.4357837911, 574534.5031511066 166958.7994967097, 574604.3598376577 166960.174334403, 574588.809457852 166832.3404941873, 574613.2669453267 166805.1934032575, 574569.9586220268 166762.0494318662, 574574.9298663953 166714.630360331, 574611.9962424841 166663.1750453053, 574572.4909758746 166587.1995344523, 574523.4858883502 166506.8166681029, 574467.147291565 166515.6001119525, 574440.8683723283 166448.5203415878, 574372.4931741975 166430.1527036787, 574347.066551503 166487.9944016665, 574345.4786086956 166484.2883996987, 574221.0704925352 166185.9931566873, 574181.7710944675 166331.6910487242, 574143.3349632917 166363.6727627157, 574093.5201653907 166347.5223708125, 574091.2142167954 166361.6792638836, 574088.9532676216 166377.146156138, 574073.3996419495 166467.2824983925, 574038.3296070464 166632.21132839, 574078.8582474738 167014.788892275, 574100.1785966313 167111.8967916163, 574156.7148244326 167089.5113392847, 574176.0681112539 167180.9860884825, 574289.8574998404 167138.1481606099))",45,48.1,33,50,53,73,18,21.2,12,14.7,7,5.1,47,50.3,29,44.3,32,40.5
15645,E01016116,Medway 024A,Medway 024A,306323.1615,3528.335187,"POLYGON ((574606.0590605587 166587.999300733, 574591.7730957918 166388.9154870334, 574663.3088529212 166446.071449512, 574727.3558980804 166385.2685236546, 574734.8265938831 166397.4354800842, 574765.0068782514 166396.9143708526, 574822.2614521318 166317.1469703154, 574757.2434764354 166170.809141416, 574690.6859792124 166155.2290758741, 574706.9360984571 165977.4653081059, 574510.9397733948 166015.2858882085, 574517.1257319566 166056.2958683753, 574408.1919423636 166109.3754929121, 574367.9487111338 166082.9162101197, 574272.3551636662 165986.5162986611, 574243.1318015807 165801.8714089377, 574143.0702396551 165762.6180137718, 574146.1537028139 165847.5425696401, 574080.5097405483 165832.8182664217, 574069.759625092 165789.1611639924, 574030.6353765223 165802.4116468726, 574039.0196278099 165856.9885876426, 574093.5201653907 166347.5223708125, 574143.3349632917 166363.6727627157, 574181.7710944675 166331.6910487242, 574221.0704925352 166185.9931566873, 574345.4786086956 166484.2883996987, 574347.066551503 166487.9944016665, 574372.4931741975 166430.1527036787, 574440.8683723283 166448.5203415878, 574467.147291565 166515.6001119525, 574523.4858883502 166506.8166681029, 574572.4909758746 166587.1995344523, 574606.0590605587 166587.999300733))",47,54.3,33,49.5,52,72.5,20,27.3,12,14.2,8,6,48,56.5,28,43.8,31,40
15646,E01016117,Medway 014A,Medway 014A,150148.1936,1849.16996,"POLYGON ((574411.9854750119 168120.1250045619, 574475.7884869796 168077.0509661859, 574587.2800998377 168146.0887040426, 574637.3545253008 167970.947579713, 574645.3938038164 167944.1473352347, 574674.0451608683 167906.9896933574, 574669.4769943944 167877.4401329675, 574619.4650550078 167895.2871352283, 574623.3949125889 167842.4598143164, 574564.041697817 167844.9820327605, 574621.0751053683 167787.6585434448, 574623.4615420166 167709.110564061, 574579.3941962314 167674.5350694587, 574491.8517446616 167696.5219500695, 574425.6595380893 167709.4139458099, 574342.6560916684 167725.4429906788, 574313.760351118 167660.4295562516, 574237.2291135037 167712.7213346238, 574208.060387235 167717.9833729545, 574231.6920089698 167817.49969199, 574281.5769228173 167939.7735965996, 574329.973862974 168150.0616310719, 574411.9854750119 168120.1250045619))",44,46.6,34,50.8,54,73.9,17,19.7,13,15.6,6,4.2,45,48.8,30,45.2,33,41.4
15647,E01016118,Medway 017D,Medway 017D,209446.4299,3444.076347,"POLYGON ((574669.4769943944 167877.4401329675, 574784.0362009481 167577.9833537598, 574827.8504237254 167442.8465973043, 574843.3563309247 167245.9368852818, 574803.183803992 167246.823610077, 574798.3293955992 167273.4021649381, 574685.7457930769 167265.9955980863, 574676.2226714105 167289.929219081, 574673.891858437 167334.8526017559, 574602.8530430619 167365.5338894, 574549.4440314893 167316.6442220213, 574550.1874443734 167292.0105035618, 574596.0506344554 167294.9877156634, 574622.6550509376 167272.3151431956, 574618.0827118484 167033.1570846454, 574617.5860585169 166997.5017740916, 574534.0578759195 166995.5328681513, 574537.4683752998 167038.7581935449, 574503.6905381798 167037.7788732601, 574481.9745157708 167010.9410476375, 574440.0610894393 166987.0449429267, 574376.9087354221 166889.0014393241, 574332.9011718447 166883.5668832479, 574335.3588124576 166943.4052579599, 574361.0865536135 167022.9856278959, 574374.177188246 167089.5082077593, 574289.8574998404 167138.1481606099, 574273.9718971937 167228.2764691185, 574327.0482002194 167349.7759044409, 574408.6755659871 167311.8165793496, 574427.8778510817 167309.9446902121, 574473.3629823989 167316.4628506182, 574466.3604904682 167422.9707630798, 574516.469384719 167427.0338705092, 574634.9053503479 167438.7360805132, 574602.5588075268 167536.4057743908, 574629.1728008307 167581.2192248768, 574604.4752714958 167612.2508246896, 574636.0814689174 167633.519540356, 574623.4615420166 167709.110564061, 574621.0751053683 167787.6585434448, 574564.041697817 167844.9820327605, 574623.3949125889 167842.4598143164, 574619.4650550078 167895.2871352283, 574669.4769943944 167877.4401329675))",45,47.4,33,50.2,53,73.3,18,20.4,12,14.9,6,4.6,46,49.6,29,44.5,32,40.7
15648,E01016119,Medway 026A,Medway 026A,399152.3782,4113.295211,"POLYGON ((574757.2434764354 166170.809141416, 574782.2077479785 165952.1482124232, 574869.4521700146 165958.5433727511, 574839.0409512876 165808.8550979351, 574799.5136474407 165763.2029165053, 574802.8906308112 165728.5072360813, 574894.8552723494 165696.2737556575, 574898.2143034439 165656.4890982409, 574905.2663800365 165570.2468318879, 575092.4677545438 165587.1624991741, 575100.1428731302 165533.4230603959, 575028.7499160925 165503.6306481495, 575055.7710441992 165371.2093305428, 574998.0268791784 165311.5265871285, 574944.8834482322 165314.8926687958, 574891.2411471166 165248.2791234749, 574843.526685787 165178.4427535834, 574856.0594685728 165104.022194012, 574811.0599519729 165151.0196173832, 574806.0599555192 165126.0204529497, 574728.2397015357 165138.6017249513, 574527.9737533717 165181.3715651975, 574585.1903014935 165243.361230216, 574542.649886954 165310.922301329, 574589.9255180617 165413.735377007, 574667.5665844263 165436.9420297972, 574605.973495974 165550.7811364153, 574489.9461259918 165563.8138656638, 574503.4950971664 165633.3349320109, 574572.8590761111 165631.3614572058, 574578.929035695 165664.8364768249, 574362.2533510942 165678.0895315511, 574370.7306956105 165808.1580257949, 574272.3551636662 165986.5162986611, 574367.9487111338 166082.9162101197, 574408.1919423636 166109.3754929121, 574517.1257319566 166056.2958683753, 574510.9397733948 166015.2858882085, 574706.9360984571 165977.4653081059, 574690.6859792124 166155.2290758741, 574757.2434764354 166170.809141416))",46,53.5,32,48.7,52,71.8,19,26.6,11,13.4,7,6,48,55.7,28,43,31,39.2
15649,E01016120,Medway 026B,Medway 026B,592795.1249,4598.35613,"POLYGON ((574578.929035695 165664.8364768249, 574572.8590761111 165631.3614572058, 574503.4950971664 165633.3349320109, 574489.9461259918 165563.8138656638, 574605.973495974 165550.7811364153, 574667.5665844263 165436.9420297972, 574589.9255180617 165413.735377007, 574542.649886954 165310.922301329, 574585.1903014935 165243.361230216, 574527.9737533717 165181.3715651975, 574728.2397015357 165138.6017249513, 574806.0599555192 165126.0204529497, 574811.0599519729 165151.0196173832, 574856.0594685728 165104.022194012, 574785.4156703132 164887.6199031895, 574590.556985818 164865.4605847432, 574342.7121481007 164764.2609874827, 574201.2010906357 164632.0113125466, 574099.7552551187 164586.5965277686, 573952.5010510825 164985.4350548312, 573937.7188193121 165259.9264199297, 573942.0654706981 165324.2147673666, 574050.6933526988 165295.9767768526, 574078.9454910029 165360.3043587319, 574123.5450341443 165372.2548813851, 574117.1314377226 165421.135326686, 574202.1312621719 165403.4345013644, 574238.6082543421 165487.2352714073, 574260.2559470055 165684.70078439, 574148.8087059627 165690.254697511, 574143.0702396551 165762.6180137718, 574243.1318015807 165801.8714089377, 574272.3551636662 165986.5162986611, 574370.7306956105 165808.1580257949, 574362.2533510942 165678.0895315511, 574578.929035695 165664.8364768249))",46,53.6,32,48.7,52,71.8,19,26.6,11,13.4,8,6.9,48,55.8,28,43.1,31,39.3
15650,E01016121,Medway 033A,Medway 033A,872797.6458,7002.494124,"POLYGON ((574788.0585888615 164857.0170131639, 574766.0587003741 164419.0197941217, 574809.1474547538 164366.0200619086, 574857.5473419004 164372.9224049769, 574876.0583746764 164425.0229068234, 574912.0582098661 164381.0239232123, 574905.3611566755 164327.6957375759, 574965.0580061632 164304.0253610021, 574992.3379998081 164384.4961637402, 575035.1938855102 164377.4923496231, 575112.3516425057 164471.4196730202, 575150.5315241397 164461.6027419204, 575148.949560424 164423.9366109805, 575063.0978159356 164272.908976987, 575028.3238789747 164291.0600638083, 574944.2530363502 164217.6624616284, 574815.0582503479 164218.0220325803, 574815.0363139446 164140.0345157488, 574974.6080490894 164105.0825076854, 574962.2480903763 164073.9289707975, 575011.28300083 164066.8052186499, 575032.4179101397 164172.1724931597, 575074.9788389135 164163.7445637837, 575112.718796547 164093.1990796797, 575140.1606963674 164255.5109232444, 575214.6625785003 164231.8717381504, 575238.3554338556 164279.7527750282, 575242.4673954801 164216.6975044032, 575154.9857345154 164031.3557707497, 575171.4097135571 163987.5879019026, 575252.4282147585 164143.1344219059, 575290.12428808 164124.755122316, 575311.8987130384 164162.7994831648, 575370.3042868082 164115.3799681471, 575364.2364963696 164032.0140191502, 575218.1236366644 163890.9964623993, 575156.1828247875 163730.88573425, 575102.7459858757 163660.368856184, 575064.252076671 163677.4339681009, 575010.1212582297 163600.0840334506, 575003.4903906141 163408.0585680441, 575023.6452885061 163306.998982258, 575050.995923918 163201.4556126945, 575002.1821154803 163196.1283173443, 574743.3671113751 163452.905125345, 574699.5382454612 163444.7239354299, 574646.1764266733 163420.5283957449, 574624.0655045538 163409.1237494914, 574576.7475165966 163507.1041480379, 574408.7453424844 163924.9823926613, 574349.4352637549 164052.2106209674, 574408.9970767333 164103.9935222448, 574323.5596398137 164343.7255908749, 574397.6235340871 164535.9147646527, 574390.3744896689 164699.9127944423, 574364.4937216502 164714.3149182156, 574201.2010906357 164632.0113125466, 574342.7121481007 164764.2609874827, 574590.556985818 164865.4605847432, 574785.4156703132 164887.6199031895, 574788.0585888615 164857.0170131639))",45,51.9,31,47.1,50,70.2,18,25,10,11.8,8,6.5,46,54.1,26,41.4,29,37.6
15651,E01016122,Medway 033B,Medway 033B,889707.387,4975.631143,"POLYGON ((575638.9149667684 165676.4612013248, 575651.4169288848 165505.1515952857, 575578.2947109122 165294.4813656794, 575658.9837246202 165047.0831206332, 575659.4344360317 164884.9791405481, 575644.0014110031 164758.0282900694, 575615.2534651498 164690.2674863823, 575526.8456665694 164727.8797564351, 575444.1064927182 164544.2076676671, 575385.2929138343 164576.9600997011, 575360.2335301624 164589.179030065, 575326.7133614609 164604.7466194521, 575330.0540783472 164674.0378439479, 575272.808433209 164737.1606507012, 575254.7409947496 164706.2928552688, 575286.8341677166 164695.3701212696, 575282.7485593567 164586.6747181942, 575221.4971389824 164566.9780774402, 575222.4173018415 164456.1837719621, 575213.0273813261 164419.938401412, 575148.949560424 164423.9366109805, 575150.5315241397 164461.6027419204, 575112.3516425057 164471.4196730202, 575035.1938855102 164377.4923496231, 574992.3379998081 164384.4961637402, 574965.0580061632 164304.0253610021, 574905.3611566755 164327.6957375759, 574912.0582098661 164381.0239232123, 574876.0583746764 164425.0229068234, 574857.5473419004 164372.9224049769, 574809.1474547538 164366.0200619086, 574766.0587003741 164419.0197941217, 574788.0585888615 164857.0170131639, 574785.4156703132 164887.6199031895, 574856.0594685728 165104.022194012, 574843.526685787 165178.4427535834, 574891.2411471166 165248.2791234749, 574944.8834482322 165314.8926687958, 574998.0268791784 165311.5265871285, 575055.7710441992 165371.2093305428, 575028.7499160925 165503.6306481495, 575100.1428731302 165533.4230603959, 575092.4677545438 165587.1624991741, 575116.5862933629 165616.6572148012, 575148.1600634499 165571.3075925623, 575215.002681498 165579.8495391272, 575239.6015524592 165642.5835687086, 575320.2179556987 165659.1578518079, 575347.9307907163 165859.3022450679, 575417.0473697814 165891.030679553, 575448.5945582142 165862.8774143294, 575493.918495446 165810.1277361996, 575638.9149667684 165676.4612013248))",46,52.8,31,48,51,71.1,19,25.9,10,12.7,6,5.5,47,55,27,42.3,30,38.5
15652,E01016123,Medway 033C,Medway 033C,287311.9158,4132.449784,"POLYGON ((575644.0014110031 164758.0282900694, 575771.8259940296 164552.5860273192, 575812.1679707603 164350.0765619559, 575689.5030662507 164339.569699008, 575587.1734499846 164379.7215969466, 575534.9881071132 164273.0782703659, 575499.2389963792 164262.2794338602, 575512.0406949965 164217.6857064335, 575399.0035420648 164157.1116984963, 575370.3042868082 164115.3799681471, 575311.8987130384 164162.7994831648, 575290.12428808 164124.755122316, 575252.4282147585 164143.1344219059, 575171.4097135571 163987.5879019026, 575154.9857345154 164031.3557707497, 575242.4673954801 164216.6975044032, 575238.3554338556 164279.7527750282, 575214.6625785003 164231.8717381504, 575140.1606963674 164255.5109232444, 575112.718796547 164093.1990796797, 575074.9788389135 164163.7445637837, 575032.4179101397 164172.1724931597, 575011.28300083 164066.8052186499, 574962.2480903763 164073.9289707975, 574974.6080490894 164105.0825076854, 574815.0363139446 164140.0345157488, 574815.0582503479 164218.0220325803, 574944.2530363502 164217.6624616284, 575028.3238789747 164291.0600638083, 575063.0978159356 164272.908976987, 575148.949560424 164423.9366109805, 575213.0273813261 164419.938401412, 575222.4173018415 164456.1837719621, 575221.4971389824 164566.9780774402, 575282.7485593567 164586.6747181942, 575286.8341677166 164695.3701212696, 575254.7409947496 164706.2928552688, 575272.808433209 164737.1606507012, 575330.0540783472 164674.0378439479, 575326.7133614609 164604.7466194521, 575360.2335301624 164589.179030065, 575385.2929138343 164576.9600997011, 575444.1064927182 164544.2076676671, 575526.8456665694 164727.8797564351, 575615.2534651498 164690.2674863823, 575644.0014110031 164758.0282900694))",46,52.9,32,48.1,52,71.2,19,26,11,12.8,6,5.4,48,55.1,28,42.4,31,38.6
15653,E01016124,Medway 026C,Medway 026C,288475.8001,3090.767086,"POLYGON ((574835.9848877876 167057.1178765115, 574894.3591083826 166976.8545533197, 574956.2315362784 167013.9322414528, 575001.0233288726 166995.1273359813, 574996.7330316211 166825.6574274267, 575063.8849393463 166829.0344716599, 575115.6665312448 166819.3946860073, 575106.3671688873 166798.0482351154, 575093.9180803436 166765.333087065, 575204.5683404664 166742.7812017965, 575208.5146511967 166539.6183369716, 575163.9908006545 166548.0818176143, 575144.4857435984 166464.9002913731, 575180.3091078673 166444.3735299468, 575139.059957584 166400.7422926133, 575104.867613985 166409.8969773088, 575107.003359979 166360.9946306879, 575066.5006215192 166339.7770443201, 575075.9981455251 166292.7848222306, 575129.3286987467 166309.7100172229, 575147.9636783407 166286.4664018078, 575110.6557160714 166272.5226181939, 575090.953881153 166162.7854394114, 575089.0755658606 166111.341612845, 575069.4002837521 166031.995307193, 574869.4521700146 165958.5433727511, 574782.2077479785 165952.1482124232, 574757.2434764354 166170.809141416, 574822.2614521318 166317.1469703154, 574863.1645385888 166476.9882017611, 574858.0704941634 166649.9496354623, 574835.9848877876 167057.1178765115))",47,54.3,33,49.5,52,72.5,20,27.4,11,14.2,7,5.2,48,56.5,28,43.8,31,40
15654,E01016125,Medway 021D,Medway 021D,210556.8282,2515.701502,"POLYGON ((575553.1720287253 166652.1931033974, 575483.727803849 166251.0968575436, 575476.0615138034 166151.4753187967, 575466.0526098162 166058.0288737857, 575448.5945582142 165862.8774143294, 575417.0473697814 165891.030679553, 575347.9307907163 165859.3022450679, 575355.2181880811 165915.3957213237, 575322.3510596284 165943.9790907641, 575329.8804705853 165997.1286128718, 575289.2897351761 166005.901202023, 575296.876242223 166044.4668934289, 575268.9979420356 166078.5324039125, 575313.978431972 166237.0044777304, 575277.8696682665 166292.6313419681, 575235.7358832832 166298.9479046288, 575264.4308661611 166427.3575516547, 575180.3091078673 166444.3735299468, 575144.4857435984 166464.9002913731, 575163.9908006545 166548.0818176143, 575208.5146511967 166539.6183369716, 575204.5683404664 166742.7812017965, 575272.325484841 166743.0695247591, 575277.7878744738 166771.6475496498, 575363.2487551909 166758.7864200583, 575485.8608399094 166728.6170826904, 575482.0234574556 166692.9253185691, 575555.9304597756 166688.01985635, 575553.1720287253 166652.1931033974))",47,54.2,33,49.4,52,72.5,20,27.3,12,14.1,6,4.3,48,56.4,28,43.7,31,39.9
15655,E01016126,Medway 026D,Medway 026D,270135.7755,2763.466347,"POLYGON ((575264.4308661611 166427.3575516547, 575235.7358832832 166298.9479046288, 575277.8696682665 166292.6313419681, 575313.978431972 166237.0044777304, 575268.9979420356 166078.5324039125, 575296.876242223 166044.4668934289, 575289.2897351761 166005.901202023, 575329.8804705853 165997.1286128718, 575322.3510596284 165943.9790907641, 575355.2181880811 165915.3957213237, 575347.9307907163 165859.3022450679, 575320.2179556987 165659.1578518079, 575239.6015524592 165642.5835687086, 575215.002681498 165579.8495391272, 575148.1600634499 165571.3075925623, 575116.5862933629 165616.6572148012, 575092.4677545438 165587.1624991741, 574905.2663800365 165570.2468318879, 574898.2143034439 165656.4890982409, 574894.8552723494 165696.2737556575, 574802.8906308112 165728.5072360813, 574799.5136474407 165763.2029165053, 574839.0409512876 165808.8550979351, 574869.4521700146 165958.5433727511, 575069.4002837521 166031.995307193, 575089.0755658606 166111.341612845, 575090.953881153 166162.7854394114, 575110.6557160714 166272.5226181939, 575147.9636783407 166286.4664018078, 575129.3286987467 166309.7100172229, 575075.9981455251 166292.7848222306, 575066.5006215192 166339.7770443201, 575107.003359979 166360.9946306879, 575104.867613985 166409.8969773088, 575139.059957584 166400.7422926133, 575180.3091078673 166444.3735299468, 575264.4308661611 166427.3575516547))",47,54.1,33,49.2,52,72.3,20,27.1,11,13.9,5,4.7,48,56.3,28,43.6,31,39.8
15656,E01016127,Medway 024B,Medway 024B,3428187.858,9981.46664,"POLYGON ((572784.7211969937 167227.8516163321, 572859.3226976715 167093.6499636459, 572877.9977161797 167112.0737086693, 572880.1984665876 167062.9840342425, 572922.9034568499 167055.5176132806, 572960.5008454215 166990.7079921692, 572919.1248283201 166924.6912654106, 572935.7986665674 166904.3531915859, 572997.2506324342 166927.9626876251, 573006.644116591 166899.4520191813, 573018.0296914036 166875.0412545887, 573084.0129311939 166804.621154406, 573161.838679225 166792.4796198814, 573183.8497290559 166853.9285232234, 573286.9017302326 166912.3096532825, 573315.0440801794 166879.0239465476, 573344.2604796066 166855.6902073058, 573238.3853541375 166770.0351508023, 573214.3492036136 166680.8782974226, 573253.9090763981 166634.6109392298, 573211.6440869267 166515.7490017596, 573225.90977001 166285.6465838798, 573142.2029524406 166273.4890568539, 573320.0439948781 166044.0219943664, 573410.9357114739 165831.8931121966, 573463.7799597011 165860.5805727054, 573535.1267279866 165790.2941978768, 573624.2176157909 165852.2008256308, 573667.0575703519 165676.0053627577, 573628.0557108513 165594.0073344113, 573633.0555387543 165504.0073470671, 573697.0570449398 165324.0052840614, 573735.0580874162 165272.0050136811, 573839.0617381067 165293.9999361506, 573937.7188193121 165259.9264199297, 573952.5010510825 164985.4350548312, 574099.7552551187 164586.5965277686, 573767.5546626924 164461.0063872885, 573565.8634674803 164606.417049153, 573441.1954046817 164639.0323814196, 573404.9215259001 164733.2185788929, 573307.731858625 164819.0347174125, 572894.906130698 164991.2363276345, 572736.9042009427 164964.5345298674, 572705.4031134804 165067.6300078605, 572476.8999248575 165292.0132714533, 572458.8339144277 165259.1520532703, 572249.902459441 165429.3503274717, 572083.0813224389 165469.7168700872, 571817.4522611852 165678.1575221474, 571127.3208683387 166086.5515330213, 571601.8104399736 166402.4530414988, 571854.5115806552 166709.0545856641, 572454.9168654215 166854.3535721416, 572673.294616578 166981.8306822388, 572710.8194686146 167068.8530388279, 572755.1198048212 167055.2529858434, 572733.1198964742 167104.2527263075, 572791.2201834235 167061.3528274129, 572736.2201320983 167137.7524872537, 572784.7211969937 167227.8516163321))",45,48.4,34,51.1,54,74.1,18,21.4,13,15.8,8,6.9,47,50.6,30,45.4,33,41.6
15657,E01016128,Medway 024C,Medway 024C,695743.5558,5436.875886,"POLYGON ((573587.8519840818 166095.5770778775, 573746.5998154536 166043.0929821095, 573792.0652024003 166136.9973480856, 573738.385904527 166184.8511226287, 573721.0621680369 166205.0000222234, 573751.0637180463 166288.9993385195, 573792.0215846929 166289.9391393181, 573846.1524027823 166416.1250020612, 573895.5917884454 166451.1402260525, 573896.9659889175 166495.4700494386, 574073.3996419495 166467.2824983925, 574088.9532676216 166377.146156138, 574091.2142167954 166361.6792638836, 574093.5201653907 166347.5223708125, 574039.0196278099 165856.9885876426, 574030.6353765223 165802.4116468726, 574069.759625092 165789.1611639924, 574080.5097405483 165832.8182664217, 574146.1537028139 165847.5425696401, 574143.0702396551 165762.6180137718, 574148.8087059627 165690.254697511, 574260.2559470055 165684.70078439, 574238.6082543421 165487.2352714073, 574202.1312621719 165403.4345013644, 574117.1314377226 165421.135326686, 574123.5450341443 165372.2548813851, 574078.9454910029 165360.3043587319, 574050.6933526988 165295.9767768526, 573942.0654706981 165324.2147673666, 573937.7188193121 165259.9264199297, 573839.0617381067 165293.9999361506, 573735.0580874162 165272.0050136811, 573697.0570449398 165324.0052840614, 573633.0555387543 165504.0073470671, 573628.0557108513 165594.0073344113, 573667.0575703519 165676.0053627577, 573624.2176157909 165852.2008256308, 573535.1267279866 165790.2941978768, 573463.7799597011 165860.5805727054, 573410.9357114739 165831.8931121966, 573320.0439948781 166044.0219943664, 573142.2029524406 166273.4890568539, 573225.90977001 166285.6465838798, 573211.6440869267 166515.7490017596, 573253.9090763981 166634.6109392298, 573362.04613322 166547.0206937603, 573415.0485147748 166427.0175856362, 573587.8519840818 166095.5770778775))",46,53.7,32,48.9,52,71.9,19,26.7,11,13.6,8,6.9,48,55.9,28,43.2,31,39.4
