objectid,lsoa11cd,lsoa11nm,lsoa11nmw,st_areasha,st_lengths,geometry,time_rjz01,distance_rjz01,time_rvvkc,distance_rvvkc,time_rvv09,distance_rvv09,time_rn707,distance_rn707,time_rwf03,distance_rwf03,time_rpa02,distance_rpa02,time_rj122,distance_rj122,time_rvv01,distance_rvv01,time_rwftw,distance_rwftw
15557,E01016026,Medway 028A,Medway 028A,1134622.008,6910.626754,"POLYGON ((570463.0926621094 164393.7307423093, 570304.0139238628 164263.030481294, 570420.0551069904 164177.7023327554, 570428.0140218424 164219.0315993478, 570592.0139495969 164268.0335199955, 570906.0155659593 164289.034459124, 571078.9221825723 164384.2235227359, 571115.6167678621 164262.3348350447, 571072.5168820879 164151.834029444, 570695.7161062687 163991.6325428278, 570618.0148041658 163904.2330934461, 570583.7948932974 163808.2095003873, 570618.9151945119 163705.7313144449, 570750.3932869434 163630.4209441386, 570831.2170161924 163573.831611637, 570880.8176997986 163456.5299543571, 570847.6178944103 163279.4291260469, 570833.6178492028 163250.8290219326, 570794.6175119621 163254.7281428552, 570789.9176323137 163191.1288418469, 570862.4181872499 163213.7287601241, 570986.7150773767 163026.5318629772, 570717.9555219903 163054.106041685, 570350.141229871 163175.1943237093, 569853.1778798526 163322.9056525225, 569891.5743444595 163576.243151457, 569766.7158301878 163815.2538511786, 569549.9342084597 164102.6867955577, 569553.0646524656 164373.199002607, 569660.4206641149 164370.7371314366, 570228.2964908613 163989.2044935488, 570285.2945058758 163983.7000741324, 570215.2557661065 164336.949866731, 570233.0488186463 164312.0019454742, 570276.0827582447 164342.3865350056, 570308.1038312683 164307.9167223111, 570351.1167119147 164366.7764372684, 570463.0926621094 164393.7307423093))",42,51.3,38,57.4,57,80.5,19,22.9,10,12.7,16,14.1,44,53.5,29,46.9,25,29.8
15558,E01016027,Medway 028B,Medway 028B,6566345.093,13186.66885,"POLYGON ((571326.5637226668 168705.9619672287, 571506.3023747276 168478.86762796, 571567.7483687738 168379.4981763475, 571701.6502419746 168170.7537996834, 571983.6954252891 167761.1061843163, 572121.5777737859 167505.6804079339, 572161.1401098348 167443.5710496834, 572309.8400716013 167201.9062363025, 572277.1153865119 167095.5545385696, 572211.7156186132 167051.3548191904, 572028.7117933059 167014.1554096888, 571998.9126287529 167100.1557011859, 571974.1123820449 167101.8558126366, 572017.0126672428 167003.655425745, 571849.9110789045 166972.8558305057, 571707.0768567875 166890.7148379759, 571683.222663185 166876.3088392087, 571479.4353502578 166925.6711904397, 571446.6622362075 167034.5446508693, 571333.7281797864 167104.7760468344, 571180.782279007 167000.0906533883, 571111.458303293 166969.5416828244, 571030.1072837103 167002.6691290721, 570981.3352945445 166988.4195038532, 570964.8312721215 167028.1966868991, 570885.0092965458 166992.0485476115, 570885.2162799451 167024.4838444822, 570750.6772646405 167088.5450844597, 570713.6722992737 167007.7079433093, 570858.4863159508 166954.7159334925, 570842.7003766837 166886.4832451396, 570663.1353117983 166979.3631538452, 570653.7123223147 166946.9837418653, 570378.126913917 166528.7896872301, 570088.1269983917 166486.6735087978, 569658.7923146914 165721.8885667823, 569330.3242499052 165803.43242069, 568947.8864389808 165703.0220720173, 568889.1335327793 165635.5271752382, 568830.6995485721 165628.5205360539, 568147.0144336039 165752.8399997075, 568428.0100320972 166507.2698452288, 568388.8228799084 166581.8946813292, 568503.8223792018 166837.8970125146, 568589.572436586 166897.3827738995, 568853.5094474455 166944.1833035239, 568939.0695790426 167123.7584829388, 569053.1517652764 167432.4924289917, 569084.3367938118 167498.2525231238, 569205.3848775567 167759.9157378855, 569262.0735630225 168063.9820526893, 569253.5740401734 168247.6739526693, 569496.1361398874 168350.1146612609, 570365.6356851693 168387.6546140712, 570376.8859797122 168505.156533832, 570416.574058126 168545.547493074, 570694.3233201415 168676.065964156, 570786.437934481 168671.2380016693, 571008.6325637883 168998.2387125173, 571080.8206090432 168928.8637394462, 571085.0016154298 168924.7287477735, 571177.9098078264 168837.0600892068, 571326.5637226668 168705.9619672287))",42,46,35,53.6,54,76.6,15,19,14,16.8,13,10.2,44,48.2,31,48.9,29,33.8
15559,E01016028,Medway 028C,Medway 028C,1965514.195,10419.99004,"POLYGON ((571446.6622362075 167034.5446508693, 571479.4353502578 166925.6711904397, 571683.222663185 166876.3088392087, 571540.7097049208 166753.9540373043, 571513.5096811091 166763.6537941023, 571509.909793287 166707.9534953881, 571255.91029721 166419.6494527862, 570761.3188120699 166019.0463332059, 570618.7109776656 165888.0402657383, 570548.7112088096 165717.2389315082, 570548.9122083373 165112.3367779993, 570648.212846759 164933.4366885359, 570797.6137051792 164807.2368598001, 570653.0133070238 164727.8357637114, 570729.1135615509 164753.4362481541, 570799.0139089606 164728.6364528468, 570834.1139384403 164773.1368577831, 570929.8144847 164717.4369956686, 571031.5157217211 164455.93582359, 570964.6154363982 164441.6355128546, 570966.1155133878 164417.6363759193, 571056.6159348576 164427.1357259341, 571078.9221825723 164384.2235227359, 570906.0155659593 164289.034459124, 570592.0139495969 164268.0335199955, 570428.0140218424 164219.0315993478, 570420.0551069904 164177.7023327554, 570304.0139238628 164263.030481294, 570463.0926621094 164393.7307423093, 570351.1167119147 164366.7764372684, 570395.4173078527 164563.3957745522, 570356.8121911935 164618.9496101814, 570382.1210425119 164691.5751995335, 570354.2770249614 164699.4279385023, 570357.6202458397 165088.0386505673, 570398.2059434295 165273.3397522911, 570349.5999405917 165275.9792450133, 570135.6460860568 165187.6106466209, 570159.670924702 165289.7962758024, 570100.7987251071 165418.8571226244, 570040.8026849215 165447.4265910649, 570089.2235583075 165526.2783935085, 569860.5052641948 165736.1817492143, 569791.6993356446 165694.9368696908, 569658.7923146914 165721.8885667823, 570088.1269983917 166486.6735087978, 570378.126913917 166528.7896872301, 570653.7123223147 166946.9837418653, 570663.1353117983 166979.3631538452, 570842.7003766837 166886.4832451396, 570858.4863159508 166954.7159334925, 570713.6722992737 167007.7079433093, 570750.6772646405 167088.5450844597, 570885.2162799451 167024.4838444822, 570885.0092965458 166992.0485476115, 570964.8312721215 167028.1966868991, 570981.3352945445 166988.4195038532, 571030.1072837103 167002.6691290721, 571111.458303293 166969.5416828244, 571180.782279007 167000.0906533883, 571333.7281797864 167104.7760468344, 571446.6622362075 167034.5446508693))",41,45.4,34,53,53,76.1,14,18.5,12,15.5,12,9.7,43,47.7,30,48.4,27,32.5
15560,E01016029,Medway 028D,Medway 028D,5457570.808,12155.48765,"POLYGON ((569658.7923146914 165721.8885667823, 569791.6993356446 165694.9368696908, 569860.5052641948 165736.1817492143, 570089.2235583075 165526.2783935085, 570040.8026849215 165447.4265910649, 570100.7987251071 165418.8571226244, 570159.670924702 165289.7962758024, 570135.6460860568 165187.6106466209, 570349.5999405917 165275.9792450133, 570398.2059434295 165273.3397522911, 570357.6202458397 165088.0386505673, 570354.2770249614 164699.4279385023, 570382.1210425119 164691.5751995335, 570356.8121911935 164618.9496101814, 570395.4173078527 164563.3957745522, 570351.1167119147 164366.7764372684, 570308.1038312683 164307.9167223111, 570276.0827582447 164342.3865350056, 570233.0488186463 164312.0019454742, 570215.2557661065 164336.949866731, 570285.2945058758 163983.7000741324, 570228.2964908613 163989.2044935488, 569660.4206641149 164370.7371314366, 569553.0646524656 164373.199002607, 569549.9342084597 164102.6867955577, 569766.7158301878 163815.2538511786, 569891.5743444595 163576.243151457, 569853.1778798526 163322.9056525225, 569412.3285438814 163468.5175663779, 569094.8901108579 163665.217990063, 568965.6370751075 163679.0136504589, 568929.350121159 163656.4551603908, 568648.1400119432 163700.9163047202, 568530.0148849108 163757.712266051, 568395.3279795565 163709.5385998284, 568142.8277293971 163769.0991165915, 567870.6395264207 163749.7040794143, 567842.5775259114 163719.9386221806, 567700.2783990831 163711.8130307939, 567733.6394816493 163591.5927443847, 567580.5142769917 163422.6220698254, 567242.2015890608 163330.8365999793, 567058.2632473366 163471.6162044504, 567295.1392373748 163942.1530840062, 567302.9517422288 164268.7176396625, 567355.8073943043 164434.7768583033, 567444.8258989126 164673.0797438203, 567494.9509392726 164656.0181903237, 567536.3258808153 164685.5967366078, 567692.7621764228 165056.192902874, 568032.8246622981 165504.0115637646, 568147.0144336039 165752.8399997075, 568830.6995485721 165628.5205360539, 568889.1335327793 165635.5271752382, 568947.8864389808 165703.0220720173, 569330.3242499052 165803.43242069, 569658.7923146914 165721.8885667823))",44,53.1,37,55.8,56,78.9,17,21.3,11,14.5,15,12.5,45,55.3,31,48.7,26,31.5
15561,E01016030,Medway 010A,Medway 010A,447685.5844,2969.073354,"POLYGON ((579383.9233428088 168541.5076739821, 579516.4921743688 168504.9925753151, 579503.3535715145 168629.3823373303, 579699.115956332 168543.8533315835, 579434.2871707147 168040.3957959153, 579412.0733913681 167964.6741992967, 579159.7960481161 168056.8255194362, 578814.2601856545 168182.7699975335, 578810.3261976596 168184.4729166892, 578743.2273565221 168208.9935172579, 578637.1385754955 168247.6192052113, 578796.8649024606 168509.7442336092, 578873.6620996352 168629.6991129603, 579004.8951849926 168712.0006832856, 579214.536824749 168620.9419045346, 579219.0148258894 168620.0470149884, 579377.4143712341 168545.2645412144, 579383.9233428088 168541.5076739821))",49,53.8,31,45.9,51,69,22,26.8,17,23.6,4,3.4,51,56,34,53.2,37,49.4
15562,E01016031,Medway 012A,Medway 012A,166590.8129,2855.979707,"POLYGON ((577363.6499248531 168863.037649366, 577340.8348615933 168806.8018778983, 577384.1826302975 168753.8063040788, 577346.8882792388 168587.0454392146, 577329.7728271496 168517.4505571257, 577408.1988373653 168518.0433111904, 577445.8173810104 168654.1617698956, 577517.4637066976 168636.2578840114, 577529.0815491048 168684.424316501, 577560.1349509656 168825.2294706627, 577630.9323025635 168814.4715141286, 577620.0601197105 168628.9855997758, 577594.9432166828 168628.2771671863, 577570.2149266469 168551.3643941426, 577571.4433739353 168466.4180256943, 577621.1076282688 168488.0530375759, 577641.5664308632 168537.315608825, 577657.5188062892 168504.2367691298, 577613.5091226319 168458.4347724253, 577666.9252767516 168475.0608315775, 577673.8173100463 168419.7597540694, 577497.2294664867 168356.3800653174, 577380.7983023007 168394.5528659959, 577170.1393047122 168450.9243388576, 577058.5103845253 168578.9792901393, 577103.0187499811 168638.0028813166, 577154.0804933747 168673.8682734814, 577136.8939970487 168736.4745936502, 577163.1533372932 168754.6552605244, 577205.3016111193 168817.3406084296, 577269.7622168231 168810.8806675912, 577278.1406667656 168833.2889929731, 577301.8737443201 168888.7738182471, 577366.046032069 168868.8247269916, 577363.6499248531 168863.037649366))",47,52.2,32,46.4,52,69.5,21,25.3,18,24.1,2,1.5,49,54.4,35,53.7,38,49.9
15563,E01016032,Medway 010B,Medway 010B,257843.2211,3704.341199,"POLYGON ((578174.2596257536 168962.5428358344, 578153.9198760663 168884.1386137662, 578177.9612037912 168839.0570268927, 578122.7676672641 168848.9431635937, 578053.5421485399 168773.2430920478, 578025.3416099006 168567.8765560067, 578057.0383770826 168558.0881220245, 578052.0139785123 168526.0200237045, 578119.5626189014 168512.5052658602, 578142.4932226532 168484.5947045357, 578173.4505284298 168517.1722576889, 578314.8584695141 168449.6570139871, 578337.5790504423 168512.8843042834, 578369.4618501427 168500.292929974, 578409.846902601 168627.8203047593, 578419.3081398311 168658.6683747693, 578589.0135786666 168654.5505538641, 578717.354673798 168624.7550346178, 578796.8649024606 168509.7442336092, 578637.1385754955 168247.6192052113, 578417.71217994 168327.9923460994, 578340.860494538 168355.8837250842, 578319.218593495 168363.8562758909, 578042.6908875869 168440.5778219769, 578045.8449259026 168443.9828833358, 577938.9137550017 168486.8179076425, 577854.814496821 168587.7215511843, 577926.106542998 168750.1560202069, 577841.6861420348 168892.2599338752, 577952.6093318628 168962.8696506566, 578009.8455893124 168939.9974617704, 578102.0194836323 168988.0207822248, 578120.0202379511 169062.0209947836, 578213.8911560932 169036.5293293868, 578143.9173328313 169003.6113627412, 578174.2596257536 168962.5428358344))",48,53,32,46.8,52,69.9,21,26,18,24.5,3,2.4,50,55.2,35,54.1,38,50.3
15564,E01016033,Medway 009A,Medway 009A,152169.1302,2703.646696,"POLYGON ((578475.5210268961 169117.8451414084, 578449.8555044131 169059.2906695987, 578448.2640813652 169024.0795928193, 578382.5395130001 169012.9347044696, 578369.7393315868 168981.8036142766, 578459.4960342895 168906.7881837398, 578397.805713664 168823.7495077226, 578384.1607865461 168822.894294346, 578209.5507984477 168911.2544186821, 578223.5595394565 168989.3025063257, 578213.8911560932 169036.5293293868, 578120.0202379511 169062.0209947836, 578102.0194836323 168988.0207822248, 578009.8455893124 168939.9974617704, 577952.6093318628 168962.8696506566, 577841.6861420348 168892.2599338752, 577782.3791361069 168864.9679857353, 577781.373099056 168926.1181211728, 577779.4412085303 168932.1961080532, 577786.6584886413 168953.7282638998, 577727.6141774176 168967.8014624927, 577717.8337686419 168937.9062347283, 577679.6981701514 169006.7698569756, 577766.6402834258 168994.3160814634, 577779.8419170057 169053.9021348097, 577854.8663503496 169057.6702038154, 577864.8554625725 168993.331448511, 577925.3508642903 168985.7662866056, 577954.4853344675 169123.2855265753, 577987.4284698146 169238.4738563251, 578020.3424788818 169260.9023422655, 578041.7694111842 169269.4376695461, 578212.5813264722 169211.6293340891, 578307.0201343902 169177.0237425191, 578311.0197546317 169149.0237795303, 578475.5210268961 169117.8451414084))",48,52.3,32,47.1,52,70.2,21,25.4,18,24.8,3,2.4,49,54.5,35,54.4,38,50.6
15565,E01016034,Medway 010C,Medway 010C,693285.4931,6395.113575,"POLYGON ((578133.224916518 169451.6210510783, 578164.124602145 169445.9215728682, 578189.6249939345 169494.0220088362, 578260.1241462724 169470.4232015606, 578300.3252296005 169583.2239859051, 578261.5221402759 169309.3231303833, 578301.9221802155 169338.6237952125, 578307.5235161 169449.823985241, 578445.922555451 169460.6263240589, 578555.2204216842 169349.6281103796, 578743.5202643644 169307.1343063784, 578810.3532294591 169200.1530125675, 579050.0184793274 169042.9428034228, 579073.0210675796 169096.4708815772, 579228.3207366185 169105.3488914975, 579265.2204481248 169179.1506779305, 579315.0205940517 169176.5532656414, 579323.7202490877 169125.2520986085, 579286.1196201707 169060.8513553427, 579344.7194282071 169019.1519015569, 579419.918140771 168877.4531129565, 579617.2194826824 168935.1594109628, 579764.393058064 168859.6149362933, 579716.5171419649 168718.4347792112, 579748.8920896 168705.3265836629, 579747.7043410365 168645.387824552, 579699.115956332 168543.8533315835, 579503.3535715145 168629.3823373303, 579516.4921743688 168504.9925753151, 579383.9233428088 168541.5076739821, 579377.4143712341 168545.2645412144, 579219.0148258894 168620.0470149884, 579214.536824749 168620.9419045346, 579004.8951849926 168712.0006832856, 578873.6620996352 168629.6991129603, 578796.8649024606 168509.7442336092, 578717.354673798 168624.7550346178, 578589.0135786666 168654.5505538641, 578627.4196144028 168775.4291872779, 578663.1026470577 168765.3952243159, 578700.5257999049 168893.8280043109, 578665.3647741514 168906.636920779, 578681.0162604506 168960.0312692156, 578448.2640813652 169024.0795928193, 578449.8555044131 169059.2906695987, 578475.5210268961 169117.8451414084, 578311.0197546317 169149.0237795303, 578307.0201343902 169177.0237425191, 578212.5813264722 169211.6293340891, 578041.7694111842 169269.4376695461, 578031.8695197608 169271.8245116196, 578082.48652582 169468.6261836981, 578143.5901795989 169642.1212012633, 578158.1422733839 169658.9014658434, 578206.6265551151 169631.2223416654, 578171.8264360653 169599.621709931, 578133.224916518 169451.6210510783))",48,52.9,33,47.7,52,70.7,21,25.9,19,25.3,3,3.1,50,55.1,35,55,39,51.2
15566,E01016035,Medway 007A,Medway 007A,326094.561,3423.151616,"POLYGON ((577206.0602850121 169329.1065168079, 577217.2862055072 169240.6277929567, 577302.0292700415 169284.0084328557, 577316.4827693544 169247.6957112385, 577277.5465160215 169208.5204738145, 577193.0287038417 169186.0076476096, 577165.961429785 169149.498394737, 577250.639543478 169112.4214554572, 577277.9198325591 169064.1539405279, 577301.2611667054 169103.8531067654, 577325.4159402628 169095.8434414425, 577287.9442819287 169021.6782128703, 577228.3771222826 168889.8006433935, 577223.9813313672 168853.1392484252, 577278.1406667656 168833.2889929731, 577269.7622168231 168810.8806675912, 577205.3016111193 168817.3406084296, 577163.1533372932 168754.6552605244, 577136.8939970487 168736.4745936502, 577154.0804933747 168673.8682734814, 577103.0187499811 168638.0028813166, 577058.5103845253 168578.9792901393, 577000.9701149371 168645.0779321757, 576672.1469580146 168718.3708058804, 576531.0400131798 168866.4882513355, 576715.3406030356 168920.0000744742, 576773.6993232074 168957.797561651, 576867.1635730771 169015.6673469791, 577036.1268171363 169121.8178864919, 577039.9338297811 169124.7829363776, 576874.9706497537 169392.5993840615, 576913.2570989502 169450.3648391894, 577099.9076290998 169488.1477356531, 577210.8117777538 169460.3062673573, 577208.4011486524 169404.8873765073, 577255.6365612209 169374.4377578202, 577206.0602850121 169329.1065168079))",48,52.1,33,46.8,52,69.8,21,25.1,18,19.2,2,1.8,49,54.3,34,48.8,38,45
15567,E01016036,Medway 009B,Medway 009B,248247.1473,3252.100856,"POLYGON ((577867.9306483536 169751.815964855, 577786.6293365067 169591.4148122151, 577817.2292518801 169604.1153335344, 577833.7287027473 169569.3157081477, 577922.7298604271 169721.6170536741, 577955.4288215132 169657.0177543937, 577908.4288816862 169632.016932668, 578006.7273575669 169569.7187846149, 578018.2262791207 169488.8190681855, 578082.48652582 169468.6261836981, 578031.8695197608 169271.8245116196, 578041.7694111842 169269.4376695461, 578020.3424788818 169260.9023422655, 577987.4284698146 169238.4738563251, 577954.4853344675 169123.2855265753, 577925.3508642903 168985.7662866056, 577864.8554625725 168993.331448511, 577854.8663503496 169057.6702038154, 577779.8419170057 169053.9021348097, 577766.6402834258 168994.3160814634, 577679.6981701514 169006.7698569756, 577717.8337686419 168937.9062347283, 577719.8376095255 168929.0762371175, 577720.3135456564 168925.3742329192, 577707.4960206649 168887.5589290732, 577685.6508105767 168925.5877314104, 577683.6798826354 168929.0147142696, 577587.7713702683 169128.5440575943, 577587.0257925219 169163.533903977, 577572.1255547421 169133.4138027909, 577515.7946164585 169100.166107579, 577482.2540826247 169116.6025312303, 577483.2946183007 169162.6263271272, 577508.7773382519 169240.7613587016, 577482.7604219764 169314.7615995061, 577593.3713780054 169301.0134523826, 577566.789482918 169376.1077141219, 577624.4076413728 169343.8227931811, 577846.0290505864 169771.1515084118, 577867.9306483536 169751.815964855))",47,51.6,33,48.2,53,71.3,20,24.7,19,25.9,3,2.9,48,53.8,36,55.5,37,42.3
15568,E01016037,Medway 009C,Medway 009C,174928.7538,2832.853593,"POLYGON ((577421.4049343015 169486.4147297817, 577566.789482918 169376.1077141219, 577593.3713780054 169301.0134523826, 577482.7604219764 169314.7615995061, 577508.7773382519 169240.7613587016, 577483.2946183007 169162.6263271272, 577482.2540826247 169116.6025312303, 577515.7946164585 169100.166107579, 577572.1255547421 169133.4138027909, 577633.293921917 168967.0971306163, 577608.8814867848 168930.9576433155, 577615.6011481743 168914.4876750807, 577593.0659124822 168891.6192526859, 577583.6034118042 168915.820215971, 577467.6784457075 168924.0375821296, 577487.2822005547 168866.0045670003, 577431.4720212629 168836.571570634, 577363.6499248531 168863.037649366, 577366.046032069 168868.8247269916, 577301.8737443201 168888.7738182471, 577278.1406667656 168833.2889929731, 577223.9813313672 168853.1392484252, 577228.3771222826 168889.8006433935, 577287.9442819287 169021.6782128703, 577325.4159402628 169095.8434414425, 577301.2611667054 169103.8531067654, 577277.9198325591 169064.1539405279, 577250.639543478 169112.4214554572, 577165.961429785 169149.498394737, 577193.0287038417 169186.0076476096, 577277.5465160215 169208.5204738145, 577316.4827693544 169247.6957112385, 577302.0292700415 169284.0084328557, 577217.2862055072 169240.6277929567, 577206.0602850121 169329.1065168079, 577255.6365612209 169374.4377578202, 577208.4011486524 169404.8873765073, 577210.8117777538 169460.3062673573, 577378.9052600741 169400.9924486729, 577421.4049343015 169486.4147297817))",47,51.6,33,48.2,53,71.3,20,24.7,18,19.2,3,2.2,49,53.8,34,48.9,37,42.3
15569,E01016038,Medway 010D,Medway 010D,217779.0106,2725.726584,"POLYGON ((578209.5507984477 168911.2544186821, 578384.1607865461 168822.894294346, 578397.805713664 168823.7495077226, 578459.4960342895 168906.7881837398, 578369.7393315868 168981.8036142766, 578382.5395130001 169012.9347044696, 578448.2640813652 169024.0795928193, 578681.0162604506 168960.0312692156, 578665.3647741514 168906.636920779, 578700.5257999049 168893.8280043109, 578663.1026470577 168765.3952243159, 578627.4196144028 168775.4291872779, 578589.0135786666 168654.5505538641, 578419.3081398311 168658.6683747693, 578409.846902601 168627.8203047593, 578369.4618501427 168500.292929974, 578337.5790504423 168512.8843042834, 578314.8584695141 168449.6570139871, 578173.4505284298 168517.1722576889, 578142.4932226532 168484.5947045357, 578119.5626189014 168512.5052658602, 578052.0139785123 168526.0200237045, 578057.0383770826 168558.0881220245, 578025.3416099006 168567.8765560067, 578053.5421485399 168773.2430920478, 578122.7676672641 168848.9431635937, 578177.9612037912 168839.0570268927, 578153.9198760663 168884.1386137662, 578174.2596257536 168962.5428358344, 578143.9173328313 169003.6113627412, 578213.8911560932 169036.5293293868, 578223.5595394565 168989.3025063257, 578209.5507984477 168911.2544186821))",48,52.6,32,47.4,52,70.5,21,25.6,18,25.1,2,2,49,54.8,35,54.7,38,50.9
15570,E01016039,Medway 009D,Medway 009D,203461.7806,3838.47265,"POLYGON ((577685.6508105767 168925.5877314104, 577707.4960206649 168887.5589290732, 577720.3135456564 168925.3742329192, 577719.8376095255 168929.0762371175, 577717.8337686419 168937.9062347283, 577727.6141774176 168967.8014624927, 577786.6584886413 168953.7282638998, 577779.4412085303 168932.1961080532, 577781.373099056 168926.1181211728, 577782.3791361069 168864.9679857353, 577841.6861420348 168892.2599338752, 577926.106542998 168750.1560202069, 577854.814496821 168587.7215511843, 577938.9137550017 168486.8179076425, 578045.8449259026 168443.9828833358, 578042.6908875869 168440.5778219769, 578029.0099370036 168442.259562101, 577673.8173100463 168419.7597540694, 577666.9252767516 168475.0608315775, 577613.5091226319 168458.4347724253, 577657.5188062892 168504.2367691298, 577641.5664308632 168537.315608825, 577621.1076282688 168488.0530375759, 577571.4433739353 168466.4180256943, 577570.2149266469 168551.3643941426, 577594.9432166828 168628.2771671863, 577620.0601197105 168628.9855997758, 577630.9323025635 168814.4715141286, 577560.1349509656 168825.2294706627, 577529.0815491048 168684.424316501, 577517.4637066976 168636.2578840114, 577445.8173810104 168654.1617698956, 577408.1988373653 168518.0433111904, 577329.7728271496 168517.4505571257, 577346.8882792388 168587.0454392146, 577384.1826302975 168753.8063040788, 577340.8348615933 168806.8018778983, 577363.6499248531 168863.037649366, 577431.4720212629 168836.571570634, 577487.2822005547 168866.0045670003, 577467.6784457075 168924.0375821296, 577583.6034118042 168915.820215971, 577593.0659124822 168891.6192526859, 577615.6011481743 168914.4876750807, 577608.8814867848 168930.9576433155, 577633.293921917 168967.0971306163, 577572.1255547421 169133.4138027909, 577587.0257925219 169163.533903977, 577587.7713702683 169128.5440575943, 577683.6798826354 168929.0147142696, 577685.6508105767 168925.5877314104))",48,53,33,46.5,53,69.6,22,26,19,24.2,2,1.8,50,55.2,36,53.8,39,50
15571,E01016040,Medway 013A,Medway 013A,205552.8182,3108.598722,"POLYGON ((578417.71217994 168327.9923460994, 578637.1385754955 168247.6192052113, 578743.2273565221 168208.9935172579, 578810.3261976596 168184.4729166892, 578814.2601856545 168182.7699975335, 578711.6121301157 168016.7217930855, 578508.7564188829 168117.4329706299, 578476.0413494485 168078.0527243312, 578344.9842129508 168127.1023128799, 578361.0546698411 168170.7215675198, 578276.0099271373 168204.0246735429, 578235.0520986058 168222.1917783688, 578240.0103218162 168242.0238583011, 578057.0610313502 168300.1150530661, 578026.1403832433 168250.8253928254, 577997.0105074329 168260.0187967204, 577974.7057060192 168274.1443517173, 577854.5592436517 168307.3459629478, 577843.6466501901 168268.3746542711, 577784.8628347496 168278.9064803255, 577669.403442729 168311.0742569718, 577610.8243210693 168245.8598004318, 577497.0114048196 168301.0087633464, 577497.2294664867 168356.3800653174, 577673.8173100463 168419.7597540694, 578029.0099370036 168442.259562101, 578042.6908875869 168440.5778219769, 578319.218593495 168363.8562758909, 578340.860494538 168355.8837250842, 578417.71217994 168327.9923460994))",49,53.3,32,45.9,51,69,22,26.3,18,23.6,2,1.9,50,55.5,34,53.2,37,49.4
15572,E01016041,Medway 012B,Medway 012B,187216.5842,2832.732585,"POLYGON ((577497.2294664867 168356.3800653174, 577497.0114048196 168301.0087633464, 577610.8243210693 168245.8598004318, 577669.403442729 168311.0742569718, 577784.8628347496 168278.9064803255, 577773.2303485519 168187.025972629, 577910.7762793031 168176.2678733382, 577933.9498096856 168142.6063165407, 577895.0717613141 168142.4694738175, 577861.647322578 168015.954190279, 577797.6260762861 168024.1145196868, 577735.2988738238 167932.2755952266, 577721.355881507 167833.4679929104, 577658.7930776111 167804.0454902225, 577628.4101781014 167881.7156619301, 577680.2085019142 167955.4157399242, 577680.0027610974 168025.0028097607, 577634.4642153569 167971.8792584036, 577566.9500362383 167973.1317062362, 577559.0873829367 168030.3938844363, 577557.112171589 168049.0133042536, 577398.0038562068 168027.593020667, 577360.871734803 167926.3968644992, 577247.4295737557 167957.795410438, 577271.4299595517 168028.7260503166, 577348.4463778731 168039.343131199, 577265.7128304114 168065.6571466578, 577292.3371384155 168118.3373892714, 577328.4794883799 168172.7948636493, 577297.2486241062 168231.0264814452, 577318.7985395411 168270.0293741738, 577286.1073429992 168311.3328648403, 577310.0113103465 168307.0044423576, 577323.6312983939 168351.5791415571, 577372.5653720332 168350.2463564484, 577380.7983023007 168394.5528659959, 577497.2294664867 168356.3800653174))",48,52.8,33,46.3,52,69.4,21,25.9,19,24,2,1.6,50,55,35,53.6,38,49.8
15573,E01016042,Medway 013B,Medway 013B,133902.681,2165.548861,"POLYGON ((577974.7057060192 168274.1443517173, 577997.0105074329 168260.0187967204, 578026.1403832433 168250.8253928254, 578057.0610313502 168300.1150530661, 578240.0103218162 168242.0238583011, 578235.0520986058 168222.1917783688, 578276.0099271373 168204.0246735429, 578361.0546698411 168170.7215675198, 578344.9842129508 168127.1023128799, 578476.0413494485 168078.0527243312, 578464.8240252933 167987.726342419, 578426.5103154741 167940.3014991489, 578342.2701645857 167936.886747033, 578269.6817230328 167970.4914148515, 578299.1722314269 168036.8895884515, 578164.8455650557 168097.4393618774, 578058.3926795308 167923.0069047106, 578054.4186629565 167923.8687972585, 578008.2595259137 167927.8036949022, 577992.624832342 167997.0586263734, 577937.4487466563 168137.9673853256, 577933.9498096856 168142.6063165407, 577910.7762793031 168176.2678733382, 577773.2303485519 168187.025972629, 577784.8628347496 168278.9064803255, 577843.6466501901 168268.3746542711, 577854.5592436517 168307.3459629478, 577974.7057060192 168274.1443517173))",48,53.2,32,46,52,69.1,21,26.2,18,23.7,2,1.5,50,55.4,35,53.3,38,49.5
15574,E01016043,Medway 013C,Medway 013C,220112.9223,2466.94734,"POLYGON ((578711.6121301157 168016.7217930855, 578755.3303858076 167676.5167592632, 578744.0126858944 167634.5903612077, 578735.8176799985 167490.8549059437, 578734.0437244712 167485.0339915358, 578715.0772029669 167423.4839095214, 578700.7223045961 167415.0668964444, 578635.9669660229 167486.782705198, 578633.4559520828 167489.5366187071, 578546.8882631601 167584.8852806176, 578328.8913229887 167794.5535951538, 578269.9119702494 167824.5447105966, 578058.3926795308 167923.0069047106, 578164.8455650557 168097.4393618774, 578299.1722314269 168036.8895884515, 578269.6817230328 167970.4914148515, 578342.2701645857 167936.886747033, 578426.5103154741 167940.3014991489, 578464.8240252933 167987.726342419, 578476.0413494485 168078.0527243312, 578508.7564188829 168117.4329706299, 578711.6121301157 168016.7217930855))",49,54,31,44.8,50,67.9,23,27,17,22.5,3,2.1,51,56.2,33,52.1,37,48.4
